task_id	soc_code	task	is_manual	rationale
22993	33-2021.00	Package collected pieces of evidence in securely closed containers, such as bags, crates, or boxes, to protect them.	True	Physically placing evidence into containers requires hands-on manipulation and physical work at a crime scene or evidence facility.
22994	33-2021.00	Conduct inspections and acceptance testing of newly installed fire protection systems.	True	Inspections and acceptance testing require physical examination of equipment, operation of systems, and hands-on verification at the installation site.
22996	33-2021.00	Photograph damage and evidence related to causes of fires or explosions to document investigation findings.	True	Photographing requires physical presence at fire/explosion sites, handling camera equipment, and physically positioning oneself to capture evidence documentation.
22997	33-2021.00	Examine fire sites and collect evidence such as glass, metal fragments, charred wood, and accelerant residue for use in determining the cause of a fire.	True	Physical collection of evidence at fire sites requires hands-on manipulation of tangible objects (glass, metal, charred wood, residue) and physical presence at the scene.
22998	33-2021.00	Inspect buildings to locate hazardous conditions and fire code violations, such as accumulations of combustible material, electrical wiring problems, and inadequate or non-functional fire exits.	True	Requires physical presence on-site to visually and tactilely inspect buildings for hazards, electrical issues, and fire exits—hands-on assessment work.
23	11-3012.00	Acquire, distribute and store supplies.	True	Acquiring, distributing, and storing supplies involves physical handling, movement, and manipulation of tangible goods.
23005	33-2021.00	Inspect and test fire protection or fire detection systems to verify that such systems are installed in accordance with appropriate laws, codes, ordinances, regulations, and standards.	True	Requires physical inspection and testing of fire systems at work sites, involving hands-on interaction with equipment.
23010	33-2021.00	Conduct fire exit drills to monitor and evaluate evacuation procedures.	True	Conducting fire drills requires physical presence at the work site to observe, monitor, and evaluate actual evacuation procedures and movement.
23015	33-2021.00	Test sites and materials to establish facts, such as burn patterns and flash points of materials, using test equipment.	True	Requires physical operation of test equipment and hands-on examination of materials and burn patterns at sites.
23016	33-2021.00	Dust evidence or portions of fire scenes for latent fingerprints.	True	Dusting for fingerprints requires physical manipulation of dusting tools and direct handling of evidence at the scene.
23017	33-2021.00	Arrange for the replacement of defective fire fighting equipment and for repair of fire alarm and sprinkler systems, making minor repairs such as servicing fire extinguishers when feasible.	True	Involves physical repair and servicing of equipment, including handling fire extinguishers and sprinkler systems—hands-on maintenance work.
23021	33-3021.00	Check victims for signs of life, such as breathing and pulse.	True	Requires physical examination: checking pulse and observing breathing involve direct hands-on physical assessment of the body.
23023	33-3021.00	Secure deceased body and obtain evidence from it, preventing bystanders from tampering with it prior to medical examiner's arrival.	True	Securing and obtaining evidence from a deceased body requires direct physical handling, inspection, and manipulation of tangible objects and the body itself.
