task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
1077	11-9051.00	Test cooked food by tasting and smelling it to ensure palatability and flavor conformity.	food prep	3.0	One instance = tasting and smelling a single dish or batch. A cook takes a small sample, evaluates flavor, aroma, and palatability, and forms a judgment — typically 2–4 minutes.	2.0	Requires biological taste and olfaction — senses current humanoid robots entirely lack. No frontier robot has chemical taste/smell sensors integrated for food QA. Physical sampling gesture is also extremely delicate and unsafe.
23817	53-5021.00	Signal crew members or deckhands to rig tow lines, open or close gates or ramps, or pull guard chains across entries.	vehicle operation	5.0	One instance = signaling crew for a single docking/departure operation (rigging tow lines, opening/closing gates/ramps, pulling chains). Typically takes ~5 minutes per maneuver.	4.0	Requires maritime-specific communication (hand signals, radio, verbal), coordinating with human crew, situational awareness on a dynamic vessel deck, and real-time judgment. Current humanoids lack maritime mobility, crew-coordination protocols, and context-appropriate signaling ability.
23781	53-4022.00	Operate locomotives in emergency situations.	vehicle operation	45.0	One instance = handling a single emergency event (e.g., brake failure, track obstruction) from detection to resolution; a trained engineer typically resolves this in ~30–60 min.	2.0	Humanoid robots cannot operate locomotive cabs designed for humans under dynamic, high-stakes emergency conditions. Requires specialized controls, real-time judgment, rail-system knowledge, and coordination with dispatch. No current robot platform is remotely capable.
23792	53-4022.00	Make minor repairs to couplings, air hoses, and journal boxes, using hand tools.	manipulation	25.0	One instance = repairing one component (coupling, air hose, or journal box). A competent rail/mechanical worker typically spends ~20–30 min diagnosing and fixing a minor defect with hand tools.	4.0	Requires fine dexterous tool-use (wrenches, pliers) on heavy, irregular railroad components in outdoor/industrial settings. Current humanoids lack the dexterity, force control, and domain-specific generalization for reliable autonomous repair at acceptable quality.
11005	27-1013.00	Create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.	manipulation	45.0	One instance = one finished character sketch/model drawing. A competent animator/illustrator typically spends 30–60 min on a clean, detailed character sketch.	2.0	Requires creative ideation, fine artistic dexterity with drawing tools, visual memory, and aesthetic judgment. Current humanoids lack the fine motor control, creativity, and drawing-tool manipulation needed for acceptable artistic output.
10889	17-3021.00	Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments.	assembly	90.0	One instance = fabricating and installing a set of parts/systems into test equipment. A competent technician typically takes 60–120 minutes per setup, depending on complexity.	8.0	Requires multi-step fabrication, precise tool selection, fine dexterity with hand/power tools, and interpreting test instruments — far beyond current humanoid capability in unstructured, variable workbench environments.
15120	51-9195.05	Smooth surfaces of finished pieces, using rubber scrapers and wet sponges.	manipulation	5.0	One instance = smoothing the surface of one finished piece (e.g., a ceramic or clay item) using a scraper and wet sponge; a skilled worker completes this in ~5 minutes.	12.0	Requires nuanced tactile feedback to apply consistent, gentle pressure across irregular 3D surfaces without damaging the piece. Current robots lack fine wet-tool compliance, adaptive force control, and surface-quality perception needed for acceptable results.
11040	27-2032.00	Experiment with different types of dancers, steps, dances, and placements, testing ideas informally to get feedback from dancers.	locomotion	90.0	One instance = a single informal rehearsal/experiment session trying variations with a group of dancers; typically 60–120 min for a choreographer to test ideas and gather feedback.	2.0	Requires creative choreographic ideation, nuanced social communication, reading subtle dancer feedback, aesthetic judgment, and directing humans — far beyond current robot cognition, social intelligence, or creative generalization.
23831	53-5021.00	Conduct safety drills such as man overboard or fire drills.	locomotion	45.0	One instance = one full safety drill (e.g., man overboard or fire drill) aboard a vessel, including briefing, execution, and debrief. Typical maritime drills run 30–60 minutes.	2.0	Requires coordinating a crew, issuing verbal commands, operating marine-specific equipment (life rings, fire hoses, alarms), navigating a ship's complex and hazardous environment, and making real-time safety decisions — far beyond 2026 robot capabilities.
15008	51-2061.00	Clean and lubricate timepiece parts and assemblies, using solvents, buff sticks, and oil.	manipulation	45.0	One instance = cleaning and lubricating parts of a single timepiece movement. A skilled watchmaker spends ~30–60 min on ultrasonic cleaning, drying, and precision oiling of all components.	2.0	Requires extreme fine dexterity: handling sub-millimeter watch parts, applying microscopic oil droplets to jewels, and using buff sticks precisely. Far beyond 2026 humanoid dexterity and tactile feedback capabilities.
15118	51-9195.05	Raise and shape clay into wares, such as vases and pitchers, on revolving wheels, using hands, fingers, and thumbs.	manipulation	25.0	One instance = throwing a single piece (e.g., a vase or pitcher) on the wheel, from centering clay to lifting off a finished form; a competent potter typically takes 15–35 minutes.	3.0	Wheel-throwing requires extraordinarily nuanced bimanual force/torque feedback through wet clay — a highly deformable, dynamic material. No current humanoid has the fine dexterity, tactile sensitivity, or learned clay-specific motor control to replicate this reliably.
